Date,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2024-01-01,0.3880187940485513,0.761934477379095,0.3712303980699639,0.9924740364185152
2024-01-02,0.5046985121378229,0.831201248049922,0.19270205066344995,0.9921463889275007
2024-01-03,0.42873923257635077,0.8081123244929795,0.05066344993968638,0.9926130383844002
2024-01-04,0.36021926389976505,0.8895475819032761,0.5018094089264175,0.992374749300026
2024-01-05,0.2870007830853563,0.9095163806552264,0.10373944511459592,0.9926229670962491
2024-01-06,0.21064996084573218,0.895163806552262,0.011158021712907118,0.9927321829265873
2024-01-07,0.13429913860610806,0.7029641185647426,0.002110977080820266,0.9928513274687744
2024-01-08,0.11942051683633514,0.5282371294851789,0.0183956574185766,0.9923846780118749
2024-01-09,0.06734534064212999,0.5266770670826828,0.0003015681544028951,0.9930995452649974
2024-01-10,0.06891151135473766,0.6505460218408734,0.0006031363088057902,0.9931889036716378
2024-01-11,0.12764291307752546,0.9145085803432136,0.004221954161640532,0.9927917551976808
2024-01-12,0.22748629600626463,0.8274570982839311,0.007840772014475273,0.9924045354355727
2024-01-13,0.12920908379013313,0.9126365054602181,0.006332931242460797,0.9926527532317958
2024-01-14,0.15152701644479247,0.9145085803432136,0.011459589867310015,0.9928513274687744
2024-01-15,0.01879404855129209,0.7332293291731666,0.0012062726176115804,0.9933378343493716
2024-01-16,0.03915426781519185,0.7201248049921993,0.0,0.9931889036716378
2024-01-17,0.07008613938919342,0.735413416536661,0.0015078407720144757,0.9925633948251555
2024-01-18,0.0,0.8215288611544458,0.0,0.9934569788915587
2024-01-19,0.05050900548159749,0.8960998439937597,0.0009047044632086853,0.9934470501797098
2024-01-20,0.1546593578700078,0.6209048361934477,0.002110977080820266,0.9926527532317958
2024-01-21,0.3997650743931088,0.8505460218408736,0.11369119420989145,0.992632895808098
2024-01-22,0.42286609240407197,0.6318252730109202,0.06604342581423403,0.9931988323834867
2024-01-23,0.39702427564604537,0.9157566302652103,0.11308805790108566,0.9921563176393496
2024-01-24,0.41307752545027404,0.6711388455538221,0.011158021712907118,0.9931293314005443
2024-01-25,0.42325763508222397,0.9603744149765991,0.029252110977080824,0.9926229670962491
2024-01-26,0.346123727486296,0.6683307332293289,0.036489746682750304,0.9937051966877819
2024-01-27,0.2384494909945184,0.8015600624024959,0.0006031363088057902,0.9929506145872636
2024-01-28,0.321848081440877,0.8174726989079564,0.0015078407720144757,0.9931988323834867
2024-01-29,0.432263116679718,0.9413416536661465,0.009348612786489748,0.9925931809607023
2024-01-30,0.35826155050900543,0.7269890795631824,0.003920386007237636,0.9924740364185152
2024-01-31,0.326938136256852,0.7650546021840872,0.03920386007237636,0.992503822554062
2024-02-01,0.2631166797180893,0.7840873634945393,0.0006031363088057902,0.9936356957048395
2024-02-02,0.38958496476115895,0.8567862714508578,0.004221954161640532,0.9930201155702061
2024-02-03,0.5039154267815191,0.8218408736349452,0.009047044632086852,0.9929605432991125
2024-02-04,0.48981989036805007,0.8343213728549137,0.007840772014475273,0.9925534661133066
2024-02-05,0.4400939702427564,0.7188767550702027,0.004523522316043426,0.9926825393673426
2024-02-06,0.5093970242756459,0.7494539781591261,0.31604342581423406,0.9926924680791915
2024-02-07,0.2948316366483946,0.6820592823712945,0.10585042219541617,0.9926924680791915
2024-02-08,0.3719655442443226,0.9207488299531983,0.5446320868516286,0.9924343215711195
2024-02-09,0.48120595144870787,0.8595943837753506,0.06272617611580218,0.9928116126213786
2024-02-10,0.4201252936570086,0.8730109204368173,0.09620024125452353,0.993298119501976
2024-02-11,0.3406421299921691,0.8686427457098285,0.03890229191797347,0.9934371214678609
2024-02-12,0.2764291307752545,0.7098283931357252,0.006634499396863692,0.9943704203816598
2024-02-13,0.3794048551292091,0.8564742589703589,0.0980096501809409,0.9926924680791915
2024-02-14,0.5227094753328112,0.8973478939157564,0.11791314837153198,0.9927023967910404
2024-02-15,0.5422866092404072,0.7790951638065522,0.049457177322074795,0.9935463372981991
2024-02-16,0.4655442443226311,0.7790951638065522,0.019903498190591076,0.9935959808574437
2024-02-17,0.46202036021926385,0.8920436817472699,0.15229191797346203,0.9927818264858319
2024-02-18,0.504306969459671,0.797503900156006,0.3639927623642944,0.9937151253996308
2024-02-19,0.41542678151918555,0.7803432137285493,0.01357056694813028,0.9936754105522351
2024-02-20,0.389193422083007,0.838377535101404,0.005126658624849217,0.9933378343493716
2024-02-21,0.45927956147220045,0.8661466458658347,0.2261761158021713,0.9925534661133066
2024-02-22,0.3966327329678935,0.8121684867394694,0.24909529553679136,0.9923946067237238
2024-02-23,0.2897415818324197,0.7697347893915754,0.09559710494571774,0.9937945550944222
2024-02-24,0.2580266249021143,0.7750390015600623,0.05488540410132691,0.9939732719077028
2024-02-25,0.28230227094753324,0.8358814352574102,0.1164053075995175,0.9934172640441631
2024-02-26,0.2877838684416601,0.6081123244929794,0.08986731001206273,0.9939633431958539
2024-02-27,0.2545027407987471,0.7185647425897033,0.005126658624849217,0.9938044838062712
2024-02-28,0.403680501174628,0.8390015600624023,0.04975874547647769,0.9930796878412996
2024-02-29,0.4353954581049334,0.8127925117004677,0.17460796139927626,0.9928116126213786
2024-03-01,0.29678935003915424,0.7213728549141964,0.20747889022919183,0.9939832006195518
2024-03-02,0.27799530148786217,0.7666146645865832,0.06212303980699639,0.9935860521455948
2024-03-03,0.2321848081440877,0.6989079563182528,0.03950542822677926,0.9947874262793147
2024-03-04,0.2877838684416601,0.6449297971918875,0.06242460796139928,0.9946285668897319
2024-03-05,0.31636648394675015,0.8914196567862711,0.14234016887816647,0.9939832006195518
2024-03-06,0.32615505090054814,0.754758190327613,0.018697225572979495,0.9944994936356959
2024-03-07,0.341425215348473,0.7126365054602184,0.005428226779252111,0.9936555531285373
2024-03-08,0.3379013312451057,0.5700468018720746,0.0009047044632086853,0.9948172124148614
2024-03-09,0.4353954581049334,0.6321372854914196,0.0799155609167672,0.994479636211998
2024-03-10,0.40798747063429913,0.817160686427457,0.23462002412545238,0.9931293314005443
2024-03-11,0.36256851996867656,0.8627145085803432,0.07237635705669482,0.9928910423161701
2024-03-12,0.44870790916209863,0.9101404056162243,0.3603739445114596,0.9929804007228104
2024-03-13,0.5015661707126077,0.7881435257410296,0.0557901085645356,0.9931690462479399
2024-03-14,0.5148786217697728,0.7915756630265212,0.01477683956574186,0.9940725590261921
2024-03-15,0.5195771339075959,0.7522620904836193,0.06423401688781666,0.9944101352290555
2024-03-16,0.42169146436961624,0.5884555382215289,0.02653799758745477,0.9943307055342642
2024-03-17,0.5219263899765074,0.8393135725429017,0.14656212303980704,0.993824341229969
2024-03-18,0.4651527016444792,0.8040561622464897,0.02955367913148372,0.9944299926527533
2024-03-19,0.48159749412685976,0.8115444617784711,0.01296743063932449,0.993824341229969
2024-03-20,0.5352388410336726,0.6985959438377534,0.014475271411338964,0.9945888520423362
2024-03-21,0.4616288175411119,0.7809672386895476,0.003317249698431846,0.9945689946186383
